Simulation_ID,Directory,File,Chain,Type,State,Role,Partner,CoFactor_Name,CoFactor_aC_Dist,CoFactor_ActLoop_Dist,Interface_C_Lobe_Donor_Dist,Interface_N_Lobe_Rec_Dist,R_Spine,C_Spine,C_Helix,Shell_State,Spatial,Dihedral,ActLoop_NT,ActLoop_CT,Phi_D,Psi_D,Cleft_Gape_Dist,Mg_Hijack_Dist,Substrate_Clearance_Angle,D1_Dist,D2_Dist,SB_Dist,HRD_ATP_Dist,DFG_Mg_Dist,DFG_ATP_Dist,PLoop_ATP_Dist,aCb4_aE_Dist,Spine_Bridge_Dist,V104_RS2_Dist,I150_HRD_Dist,Shell_M118_M120_Dist,Y156_N99_Dist,K105_E107_Dist,K105_E121_Dist,K105_N99_Dist,D220_HRD_Dist,ipTM,pTM,PAE_A_to_B,PAE_B_to_A,PAE_Mean_AB,Clean_Sim_ID,Condition_designed,Physical_Chain_State,Condition_reviewed,Sim_Has_Mismatch,Actual_Target_Apo,Physical_State,Condition_clean,Condition_physical,Condition,Macro_State,Binary_State,Binary_C_Helix,Binary_R_Spine,Binary_Spatial
a-csk-wtcat-holo_b-src-wtcat-py159-apo_seed-957346_sample-4_model,a-csk-wtcat-holo_b-src-wtcat-py159-apo/seed-957346_sample-4,model.cif,D,SRC-WT,Active (BLAminus),C-lobe Donor,A,NA,NA,NA,2.68,10.97,Intact,No Ligand,In,Packed,DFGin,BLAminus,NTin,CTin,59.39,76.66,17.08,NA,NA,6.68,15.21,2.93,NA,NA,NA,NA,3.04,7.77,7.2,9.98,4.1,8.5,3.88,3.67,3.34,3.47,0.84,0.87,10.02,10.28,10.15,a-csk-wtcat-holo_b-src-wtcat-py159-apo,"csk-wtcat-holo
src-wtcat-py159-apo",apo,"csk-wtcat-holo
src-wtcat-py159-apo",FALSE,TRUE,Apo,"csk-wtcat-holo
src-wtcat-py159-apo","csk-wtcat-holo
src-wtcat-py159-apo
[SRC = Apo]","csk-wtcat-holo
src-wtcat-py159-apo
[SRC = Apo]",State 3,Active (BLAminus),In,Intact,DFGin
a-csk-wtcat-holo_b-src-wtcat-py159-holo_seed-10345_sample-0_model,a-csk-wtcat-holo_b-src-wtcat-py159-holo/seed-10345_sample-0,model.cif,D,SRC-WT,Active (BLAminus),C-lobe Donor,A,NA,NA,NA,2.55,11.86,Intact,Intact,In,Packed,DFGin,BLAminus,NTin,CTin,61.75,75.54,16.92,12.56,145.77,6.67,14.92,2.99,4.62,2.7,2.13,4.58,3,4.04,7.26,10.04,4.1,8.52,3.91,3.68,3.57,3.46,0.86,0.89,9.73,10.15,9.94,a-csk-wtcat-holo_b-src-wtcat-py159-holo,"csk-wtcat-holo
src-wtcat-py159-holo",holo,"csk-wtcat-holo
src-wtcat-py159-holo",FALSE,FALSE,Holo,"csk-wtcat-holo
src-wtcat-py159-holo","csk-wtcat-holo
src-wtcat-py159-holo
[SRC = Holo]","csk-wtcat-holo
src-wtcat-py159-holo
[SRC = Holo]",State 8,Active (BLAminus),In,Intact,DFGin
a-csk-wtcat-holo_b-src-wtcat-py159-holo_seed-10345_sample-1_model,a-csk-wtcat-holo_b-src-wtcat-py159-holo/seed-10345_sample-1,model.cif,D,SRC-WT,Active (BLAminus),C-lobe Donor,A,NA,NA,NA,2.62,10.65,Intact,Intact,In,Packed,DFGin,BLAminus,NTin,CTin,59.3,73.76,16.36,12.29,142.5,6.71,15.03,3,6.11,1.73,2.74,2.74,3.03,4.12,7.24,10.01,4.03,8.51,3.88,3.7,3.62,3.45,0.86,0.89,9.64,10.14,9.89,a-csk-wtcat-holo_b-src-wtcat-py159-holo,"csk-wtcat-holo
src-wtcat-py159-holo",holo,"csk-wtcat-holo
src-wtcat-py159-holo",FALSE,FALSE,Holo,"csk-wtcat-holo
src-wtcat-py159-holo","csk-wtcat-holo
src-wtcat-py159-holo
[SRC = Holo]","csk-wtcat-holo
src-wtcat-py159-holo
[SRC = Holo]",State 8,Active (BLAminus),In,Intact,DFGin
a-csk-wtcat-holo_b-src-wtcat-py159-holo_seed-10345_sample-2_model,a-csk-wtcat-holo_b-src-wtcat-py159-holo/seed-10345_sample-2,model.cif,D,SRC-WT,Active (BLAminus),C-lobe Donor,A,NA,NA,NA,2.62,12.16,Intact,Intact,In,Packed,DFGin,BLAminus,NTin,CTin,60.29,73.63,16.71,12.09,143.42,6.78,15.27,3.09,5.32,2.24,2.74,4.06,3.02,4.17,7.28,9.98,4.08,8.53,3.91,3.71,3.38,3.43,0.85,0.88,9.84,10.18,10.01,a-csk-wtcat-holo_b-src-wtcat-py159-holo,"csk-wtcat-holo
src-wtcat-py159-holo",holo,"csk-wtcat-holo
src-wtcat-py159-holo",FALSE,FALSE,Holo,"csk-wtcat-holo
src-wtcat-py159-holo","csk-wtcat-holo
src-wtcat-py159-holo
[SRC = Holo]","csk-wtcat-holo
src-wtcat-py159-holo
[SRC = Holo]",State 8,Active (BLAminus),In,Intact,DFGin
a-csk-wtcat-holo_b-src-wtcat-py159-holo_seed-10345_sample-3_model,a-csk-wtcat-holo_b-src-wtcat-py159-holo/seed-10345_sample-3,model.cif,D,SRC-WT,Active (BLAminus),C-lobe Donor,A,NA,NA,NA,2.69,11.58,Intact,Intact,In,Packed,DFGin,BLAminus,NTin,CTin,59.74,73.51,15.59,11.71,140.41,6.85,14.97,3.08,5.62,2.24,2.6,3.36,3.06,4.15,7.23,9.97,4.22,8.5,3.52,3.46,2.98,3.47,0.88,0.9,9.04,9.66,9.35,a-csk-wtcat-holo_b-src-wtcat-py159-holo,"csk-wtcat-holo
src-wtcat-py159-holo",holo,"csk-wtcat-holo
src-wtcat-py159-holo",FALSE,FALSE,Holo,"csk-wtcat-holo
src-wtcat-py159-holo","csk-wtcat-holo
src-wtcat-py159-holo
[SRC = Holo]","csk-wtcat-holo
src-wtcat-py159-holo
[SRC = Holo]",State 7,Active (BLAminus),In,Intact,DFGin
a-csk-wtcat-holo_b-src-wtcat-py159-holo_seed-10345_sample-4_model,a-csk-wtcat-holo_b-src-wtcat-py159-holo/seed-10345_sample-4,model.cif,D,SRC-WT,Active (BLAminus),C-lobe Donor,A,NA,NA,NA,2.56,12.17,Intact,Intact,In,Packed,DFGin,BLAminus,NTin,CTin,59.21,75.27,15.9,11.67,134.7,6.74,15.01,3.03,6.35,2.41,3.44,2.78,3.06,4.12,7.25,10.04,4.19,8.46,3.94,3.54,3.35,3.47,0.87,0.89,9.72,9.62,9.67,a-csk-wtcat-holo_b-src-wtcat-py159-holo,"csk-wtcat-holo
src-wtcat-py159-holo",holo,"csk-wtcat-holo
src-wtcat-py159-holo",FALSE,FALSE,Holo,"csk-wtcat-holo
src-wtcat-py159-holo","csk-wtcat-holo
src-wtcat-py159-holo
[SRC = Holo]","csk-wtcat-holo
src-wtcat-py159-holo
[SRC = Holo]",State 7,Active (BLAminus),In,Intact,DFGin
a-csk-wtcat-holo_b-src-wtcat-py159-holo_seed-1042150_sample-0_model,a-csk-wtcat-holo_b-src-wtcat-py159-holo/seed-1042150_sample-0,model.cif,D,SRC-WT,Active (BLAminus),C-lobe Donor,A,NA,NA,NA,2.63,10.67,Intact,Intact,In,Packed,DFGin,BLAminus,NTin,CTin,59.79,77.3,16.66,12.11,117.18,6.72,15.41,3.18,5.43,2.11,3.28,3.37,3.11,4.28,7.17,9.94,4.02,8.48,3.77,3.72,3.28,3.54,0.87,0.89,9.73,9.72,9.73,a-csk-wtcat-holo_b-src-wtcat-py159-holo,"csk-wtcat-holo
src-wtcat-py159-holo",holo,"csk-wtcat-holo
src-wtcat-py159-holo",FALSE,FALSE,Holo,"csk-wtcat-holo
src-wtcat-py159-holo","csk-wtcat-holo
src-wtcat-py159-holo
[SRC = Holo]","csk-wtcat-holo
src-wtcat-py159-holo
[SRC = Holo]",State 3,Active (BLAminus),In,Intact,DFGin
a-csk-wtcat-holo_b-src-wtcat-py159-holo_seed-1042150_sample-1_model,a-csk-wtcat-holo_b-src-wtcat-py159-holo/seed-1042150_sample-1,model.cif,D,SRC-WT,Active (BLAminus),C-lobe Donor,A,NA,NA,NA,2.68,9.01,Intact,Intact,In,Packed,DFGin,BLAminus,NTin,CTin,61.01,75.6,16.76,12.33,137.99,6.67,14.93,2.92,6.51,2.19,2.99,3.97,3.04,4.15,7.24,9.96,4.2,8.5,4.03,3.5,3.21,3.46,0.87,0.89,9.8,9.84,9.82,a-csk-wtcat-holo_b-src-wtcat-py159-holo,"csk-wtcat-holo
src-wtcat-py159-holo",holo,"csk-wtcat-holo
src-wtcat-py159-holo",FALSE,FALSE,Holo,"csk-wtcat-holo
src-wtcat-py159-holo","csk-wtcat-holo
src-wtcat-py159-holo
[SRC = Holo]","csk-wtcat-holo
src-wtcat-py159-holo
[SRC = Holo]",State 7,Active (BLAminus),In,Intact,DFGin
a-csk-wtcat-holo_b-src-wtcat-py159-holo_seed-1042150_sample-2_model,a-csk-wtcat-holo_b-src-wtcat-py159-holo/seed-1042150_sample-2,model.cif,D,SRC-WT,Active (BLAminus),C-lobe Donor,A,NA,NA,NA,2.62,12.02,Intact,Intact,In,Packed,DFGin,BLAminus,NTin,CTin,60.23,74.53,15.41,11.58,146.56,6.84,15.16,3.11,5.07,2.15,2.74,3.3,3.06,4.1,7.25,9.95,4.05,8.56,3.96,3.73,3.3,3.45,0.87,0.9,9.52,9.66,9.59,a-csk-wtcat-holo_b-src-wtcat-py159-holo,"csk-wtcat-holo
src-wtcat-py159-holo",holo,"csk-wtcat-holo
src-wtcat-py159-holo",FALSE,FALSE,Holo,"csk-wtcat-holo
src-wtcat-py159-holo","csk-wtcat-holo
src-wtcat-py159-holo
[SRC = Holo]","csk-wtcat-holo
src-wtcat-py159-holo
[SRC = Holo]",State 8,Active (BLAminus),In,Intact,DFGin
a-csk-wtcat-holo_b-src-wtcat-py159-holo_seed-1042150_sample-3_model,a-csk-wtcat-holo_b-src-wtcat-py159-holo/seed-1042150_sample-3,model.cif,D,SRC-WT,Active (BLAminus),C-lobe Donor,A,NA,NA,NA,2.76,11.25,Intact,Intact,In,Packed,DFGin,BLAminus,NTin,CTin,60.74,75.35,16.76,12.57,149.6,6.66,14.89,2.92,6.34,2.38,3.3,4.46,3.08,4.06,7.25,9.95,4.1,8.52,3.92,3.69,3.46,3.47,0.88,0.9,8.88,9.51,9.2,a-csk-wtcat-holo_b-src-wtcat-py159-holo,"csk-wtcat-holo
src-wtcat-py159-holo",holo,"csk-wtcat-holo
src-wtcat-py159-holo",FALSE,FALSE,Holo,"csk-wtcat-holo
src-wtcat-py159-holo","csk-wtcat-holo
src-wtcat-py159-holo
[SRC = Holo]","csk-wtcat-holo
src-wtcat-py159-holo
[SRC = Holo]",State 8,Active (BLAminus),In,Intact,DFGin
a-csk-wtcat-holo_b-src-wtcat-py159-holo_seed-1042150_sample-4_model,a-csk-wtcat-holo_b-src-wtcat-py159-holo/seed-1042150_sample-4,model.cif,D,SRC-WT,Active (BLAminus),C-lobe Donor,A,NA,NA,NA,2.67,12.06,Intact,Intact,In,Packed,DFGin,BLAminus,NTin,CTin,58.23,79.15,15.77,11.31,120.47,6.71,14.98,3.15,5.49,2.06,2.73,3.96,3.11,4.18,7.2,9.94,4.09,8.55,3.86,3.68,3.37,3.47,0.88,0.9,9.43,9.59,9.51,a-csk-wtcat-holo_b-src-wtcat-py159-holo,"csk-wtcat-holo
src-wtcat-py159-holo",holo,"csk-wtcat-holo
src-wtcat-py159-holo",FALSE,FALSE,Holo,"csk-wtcat-holo
src-wtcat-py159-holo","csk-wtcat-holo
src-wtcat-py159-holo
[SRC = Holo]","csk-wtcat-holo
src-wtcat-py159-holo
[SRC = Holo]",State 8,Active (BLAminus),In,Intact,DFGin
a-csk-wtcat-holo_b-src-wtcat-py159-holo_seed-1113276_sample-0_model,a-csk-wtcat-holo_b-src-wtcat-py159-holo/seed-1113276_sample-0,model.cif,D,SRC-WT,Active (BLAminus),C-lobe Donor,A,NA,NA,NA,2.76,11.43,Intact,Intact,In,Packed,DFGin,BLAminus,NTin,CTin,60.5,72.41,16.43,11.95,126.76,6.64,14.85,2.92,7.12,2.34,3.15,3.28,2.98,4.09,7.23,9.92,4.14,8.45,3.93,3.44,3.38,3.56,0.89,0.9,8.56,9.23,8.89,a-csk-wtcat-holo_b-src-wtcat-py159-holo,"csk-wtcat-holo
src-wtcat-py159-holo",holo,"csk-wtcat-holo
src-wtcat-py159-holo",FALSE,FALSE,Holo,"csk-wtcat-holo
src-wtcat-py159-holo","csk-wtcat-holo
src-wtcat-py159-holo
[SRC = Holo]","csk-wtcat-holo
src-wtcat-py159-holo
[SRC = Holo]",State 7,Active (BLAminus),In,Intact,DFGin
a-csk-wtcat-holo_b-src-wtcat-py159-holo_seed-1113276_sample-1_model,a-csk-wtcat-holo_b-src-wtcat-py159-holo/seed-1113276_sample-1,model.cif,D,SRC-WT,Active (BLAminus),C-lobe Donor,A,NA,NA,NA,2.63,12.04,Intact,Intact,In,Packed,DFGin,BLAminus,NTin,CTin,58.19,72.73,15.89,11.58,122.81,6.66,14.87,2.95,6.38,2.24,3.14,3.15,3.02,4.12,7.27,9.95,4.07,8.51,3.9,3.76,3.44,3.46,0.87,0.89,9.37,9.97,9.67,a-csk-wtcat-holo_b-src-wtcat-py159-holo,"csk-wtcat-holo
src-wtcat-py159-holo",holo,"csk-wtcat-holo
src-wtcat-py159-holo",FALSE,FALSE,Holo,"csk-wtcat-holo
src-wtcat-py159-holo","csk-wtcat-holo
src-wtcat-py159-holo
[SRC = Holo]","csk-wtcat-holo
src-wtcat-py159-holo
[SRC = Holo]",State 8,Active (BLAminus),In,Intact,DFGin
a-csk-wtcat-holo_b-src-wtcat-py159-holo_seed-1113276_sample-2_model,a-csk-wtcat-holo_b-src-wtcat-py159-holo/seed-1113276_sample-2,model.cif,D,SRC-WT,Active (BLAminus),C-lobe Donor,A,NA,NA,NA,2.62,11.84,Intact,Intact,In,Packed,DFGin,BLAminus,NTin,CTin,59.61,77.84,16.19,11.48,146.78,6.75,14.9,2.88,5.12,2.15,2.6,3.27,3.1,4.04,7.32,9.93,4.06,8.48,4.02,3.81,3.4,3.48,0.89,0.91,9.11,9.21,9.16,a-csk-wtcat-holo_b-src-wtcat-py159-holo,"csk-wtcat-holo
src-wtcat-py159-holo",holo,"csk-wtcat-holo
src-wtcat-py159-holo",FALSE,FALSE,Holo,"csk-wtcat-holo
src-wtcat-py159-holo","csk-wtcat-holo
src-wtcat-py159-holo
[SRC = Holo]","csk-wtcat-holo
src-wtcat-py159-holo
[SRC = Holo]",State 8,Active (BLAminus),In,Intact,DFGin
a-csk-wtcat-holo_b-src-wtcat-py159-holo_seed-1113276_sample-3_model,a-csk-wtcat-holo_b-src-wtcat-py159-holo/seed-1113276_sample-3,model.cif,D,SRC-WT,Active (BLAminus),C-lobe Donor,A,NA,NA,NA,2.72,12.38,Intact,Intact,In,Packed,DFGin,BLAminus,NTin,CTin,61.48,76.43,16.73,12.25,127.95,6.74,15.14,2.85,6.6,2.13,2.95,3.26,3.06,4.01,7.25,9.96,4.11,8.53,3.94,3.67,3.21,3.49,0.88,0.9,9.11,9.58,9.34,a-csk-wtcat-holo_b-src-wtcat-py159-holo,"csk-wtcat-holo
src-wtcat-py159-holo",holo,"csk-wtcat-holo
src-wtcat-py159-holo",FALSE,FALSE,Holo,"csk-wtcat-holo
src-wtcat-py159-holo","csk-wtcat-holo
src-wtcat-py159-holo
[SRC = Holo]","csk-wtcat-holo
src-wtcat-py159-holo
[SRC = Holo]",State 8,Active (BLAminus),In,Intact,DFGin
a-csk-wtcat-holo_b-src-wtcat-py159-holo_seed-1113276_sample-4_model,a-csk-wtcat-holo_b-src-wtcat-py159-holo/seed-1113276_sample-4,model.cif,D,SRC-WT,Active (BLAminus),C-lobe Donor,A,NA,NA,NA,2.52,10.91,Intact,Intact,In,Packed,DFGin,BLAminus,NTin,CTin,59.29,74.15,16.39,12.31,127.26,6.72,14.93,2.86,5.13,2.48,2.94,4.4,3.07,4.09,7.29,9.96,4.19,8.55,3.87,3.42,3.3,3.43,0.85,0.88,10.01,10.27,10.14,a-csk-wtcat-holo_b-src-wtcat-py159-holo,"csk-wtcat-holo
src-wtcat-py159-holo",holo,"csk-wtcat-holo
src-wtcat-py159-holo",FALSE,FALSE,Holo,"csk-wtcat-holo
src-wtcat-py159-holo","csk-wtcat-holo
src-wtcat-py159-holo
[SRC = Holo]","csk-wtcat-holo
src-wtcat-py159-holo
[SRC = Holo]",State 4,Active (BLAminus),In,Intact,DFGin
a-csk-wtcat-holo_b-src-wtcat-py159-holo_seed-1164440_sample-0_model,a-csk-wtcat-holo_b-src-wtcat-py159-holo/seed-1164440_sample-0,model.cif,D,SRC-WT,Active (BLAminus),C-lobe Donor,A,NA,NA,NA,2.63,10.37,Intact,Intact,In,Packed,DFGin,BLAminus,NTin,CTin,59.41,73.83,16.52,10.02,136.74,6.64,14.92,2.59,5.41,2.18,2.89,3.3,2.99,4.1,7.22,9.95,4.04,8.52,3.86,3.68,3.33,3.54,0.88,0.9,9.24,9.44,9.34,a-csk-wtcat-holo_b-src-wtcat-py159-holo,"csk-wtcat-holo
src-wtcat-py159-holo",holo,"csk-wtcat-holo
src-wtcat-py159-holo",FALSE,FALSE,Holo,"csk-wtcat-holo
src-wtcat-py159-holo","csk-wtcat-holo
src-wtcat-py159-holo
[SRC = Holo]","csk-wtcat-holo
src-wtcat-py159-holo
[SRC = Holo]",State 8,Active (BLAminus),In,Intact,DFGin
a-csk-wtcat-holo_b-src-wtcat-py159-holo_seed-1164440_sample-1_model,a-csk-wtcat-holo_b-src-wtcat-py159-holo/seed-1164440_sample-1,model.cif,D,SRC-WT,Active (BLAminus),C-lobe Donor,A,NA,NA,NA,2.63,11.06,Intact,Intact,In,Packed,DFGin,BLAminus,NTin,CTin,59.66,75.25,17.05,12.08,147.11,6.64,14.93,3.01,5.28,2.45,2.27,4.67,3.05,4.09,7.22,9.97,4.19,8.5,3.94,3.47,3.36,3.46,0.87,0.89,9.25,10.03,9.64,a-csk-wtcat-holo_b-src-wtcat-py159-holo,"csk-wtcat-holo
src-wtcat-py159-holo",holo,"csk-wtcat-holo
src-wtcat-py159-holo",FALSE,FALSE,Holo,"csk-wtcat-holo
src-wtcat-py159-holo","csk-wtcat-holo
src-wtcat-py159-holo
[SRC = Holo]","csk-wtcat-holo
src-wtcat-py159-holo
[SRC = Holo]",State 7,Active (BLAminus),In,Intact,DFGin
a-csk-wtcat-holo_b-src-wtcat-py159-holo_seed-1164440_sample-2_model,a-csk-wtcat-holo_b-src-wtcat-py159-holo/seed-1164440_sample-2,model.cif,D,SRC-WT,Active (BLAminus),C-lobe Donor,A,NA,NA,NA,2.59,10.92,Intact,Intact,In,Packed,DFGin,BLAminus,NTin,CTin,58.7,71.31,16.45,11.89,152.62,6.56,14.56,2.86,5.97,2.29,2.99,4.14,2.96,4.02,7.36,9.92,4.17,8.51,3.87,3.47,3.15,3.44,0.86,0.88,9.73,10.49,10.11,a-csk-wtcat-holo_b-src-wtcat-py159-holo,"csk-wtcat-holo
src-wtcat-py159-holo",holo,"csk-wtcat-holo
src-wtcat-py159-holo",FALSE,FALSE,Holo,"csk-wtcat-holo
src-wtcat-py159-holo","csk-wtcat-holo
src-wtcat-py159-holo
[SRC = Holo]","csk-wtcat-holo
src-wtcat-py159-holo
[SRC = Holo]",State 7,Active (BLAminus),In,Intact,DFGin
a-csk-wtcat-holo_b-src-wtcat-py159-holo_seed-1164440_sample-3_model,a-csk-wtcat-holo_b-src-wtcat-py159-holo/seed-1164440_sample-3,model.cif,D,SRC-WT,Active (BLAminus),C-lobe Donor,A,NA,NA,NA,2.57,11.64,Intact,Intact,In,Packed,DFGin,BLAminus,NTin,CTin,59.57,78.94,15.92,11.69,125.51,6.72,14.95,2.92,5.44,2.09,2.37,3.69,3.1,4.08,7.25,9.91,4.03,8.47,3.96,3.76,3.21,3.47,0.86,0.89,9.91,10.09,10,a-csk-wtcat-holo_b-src-wtcat-py159-holo,"csk-wtcat-holo
src-wtcat-py159-holo",holo,"csk-wtcat-holo
src-wtcat-py159-holo",FALSE,FALSE,Holo,"csk-wtcat-holo
src-wtcat-py159-holo","csk-wtcat-holo
src-wtcat-py159-holo
[SRC = Holo]","csk-wtcat-holo
src-wtcat-py159-holo
[SRC = Holo]",State 8,Active (BLAminus),In,Intact,DFGin
a-csk-wtcat-holo_b-src-wtcat-py159-holo_seed-1164440_sample-4_model,a-csk-wtcat-holo_b-src-wtcat-py159-holo/seed-1164440_sample-4,model.cif,D,SRC-WT,Active (BLAminus),C-lobe Donor,A,NA,NA,NA,2.53,10.86,Intact,Intact,In,Packed,DFGin,BLAminus,NTin,CTin,60.07,73.74,16.75,12.03,126.45,6.73,15.19,3.05,6.73,2.3,3.79,3.17,3.13,4.13,7.23,9.95,4.08,8.53,3.81,3.7,3.38,3.44,0.85,0.88,10.18,10.7,10.44,a-csk-wtcat-holo_b-src-wtcat-py159-holo,"csk-wtcat-holo
src-wtcat-py159-holo",holo,"csk-wtcat-holo
src-wtcat-py159-holo",FALSE,FALSE,Holo,"csk-wtcat-holo
src-wtcat-py159-holo","csk-wtcat-holo
src-wtcat-py159-holo
[SRC = Holo]","csk-wtcat-holo
src-wtcat-py159-holo
[SRC = Holo]",State 3,Active (BLAminus),In,Intact,DFGin
a-csk-wtcat-holo_b-src-wtcat-py159-holo_seed-1169475_sample-0_model,a-csk-wtcat-holo_b-src-wtcat-py159-holo/seed-1169475_sample-0,model.cif,D,SRC-WT,Active (BLAminus),C-lobe Donor,A,NA,NA,NA,2.7,12.21,Intact,Intact,In,Packed,DFGin,BLAminus,NTin,CTin,60.17,76.54,16.46,12.12,143.47,6.67,14.92,3.1,6.57,2.19,3.25,3.92,3.08,4.13,7.28,9.96,4.05,8.58,4.01,3.77,3.43,3.48,0.87,0.89,9.12,9.87,9.49,a-csk-wtcat-holo_b-src-wtcat-py159-holo,"csk-wtcat-holo
src-wtcat-py159-holo",holo,"csk-wtcat-holo
src-wtcat-py159-holo",FALSE,FALSE,Holo,"csk-wtcat-holo
src-wtcat-py159-holo","csk-wtcat-holo
src-wtcat-py159-holo
[SRC = Holo]","csk-wtcat-holo
src-wtcat-py159-holo
[SRC = Holo]",State 8,Active (BLAminus),In,Intact,DFGin
a-csk-wtcat-holo_b-src-wtcat-py159-holo_seed-1169475_sample-1_model,a-csk-wtcat-holo_b-src-wtcat-py159-holo/seed-1169475_sample-1,model.cif,D,SRC-WT,Active (BLAminus),C-lobe Donor,A,NA,NA,NA,2.64,12.14,Intact,Intact,In,Packed,DFGin,BLAminus,NTin,CTin,59.39,76.73,16.94,12.01,128.97,6.66,14.98,2.82,5.72,1.9,3.35,4.95,3.09,4.01,7.24,9.95,4.06,8.52,3.9,3.68,3.33,3.49,0.89,0.91,8.83,8.91,8.87,a-csk-wtcat-holo_b-src-wtcat-py159-holo,"csk-wtcat-holo
src-wtcat-py159-holo",holo,"csk-wtcat-holo
src-wtcat-py159-holo",FALSE,FALSE,Holo,"csk-wtcat-holo
src-wtcat-py159-holo","csk-wtcat-holo
src-wtcat-py159-holo
[SRC = Holo]","csk-wtcat-holo
src-wtcat-py159-holo
[SRC = Holo]",State 8,Active (BLAminus),In,Intact,DFGin
a-csk-wtcat-holo_b-src-wtcat-py159-holo_seed-1169475_sample-2_model,a-csk-wtcat-holo_b-src-wtcat-py159-holo/seed-1169475_sample-2,model.cif,D,SRC-WT,Active (BLAminus),C-lobe Donor,A,NA,NA,NA,2.79,12.46,Intact,Intact,In,Packed,DFGin,BLAminus,NTin,CTin,59.31,74.81,16.24,11.75,133.98,6.69,15.15,3.13,6.83,2.09,3.56,3.05,3.07,4.18,7.18,9.93,4.08,8.49,3.74,3.62,3.48,3.48,0.88,0.9,8.99,9.46,9.23,a-csk-wtcat-holo_b-src-wtcat-py159-holo,"csk-wtcat-holo
src-wtcat-py159-holo",holo,"csk-wtcat-holo
src-wtcat-py159-holo",FALSE,FALSE,Holo,"csk-wtcat-holo
src-wtcat-py159-holo","csk-wtcat-holo
src-wtcat-py159-holo
[SRC = Holo]","csk-wtcat-holo
src-wtcat-py159-holo
[SRC = Holo]",State 7,Active (BLAminus),In,Intact,DFGin
a-csk-wtcat-holo_b-src-wtcat-py159-holo_seed-1169475_sample-3_model,a-csk-wtcat-holo_b-src-wtcat-py159-holo/seed-1169475_sample-3,model.cif,D,SRC-WT,Active (BLAminus),C-lobe Donor,A,NA,NA,NA,2.72,11.42,Intact,Intact,In,Packed,DFGin,BLAminus,NTin,CTin,59.07,77.01,16.3,12.19,143.42,6.76,15,3.05,5.31,2.3,3.04,4.58,3.06,4.08,7.27,10.01,4.12,8.49,3.95,3.68,3.46,3.47,0.88,0.9,8.78,9.52,9.15,a-csk-wtcat-holo_b-src-wtcat-py159-holo,"csk-wtcat-holo
src-wtcat-py159-holo",holo,"csk-wtcat-holo
src-wtcat-py159-holo",FALSE,FALSE,Holo,"csk-wtcat-holo
src-wtcat-py159-holo","csk-wtcat-holo
src-wtcat-py159-holo
[SRC = Holo]","csk-wtcat-holo
src-wtcat-py159-holo
[SRC = Holo]",State 8,Active (BLAminus),In,Intact,DFGin
a-csk-wtcat-holo_b-src-wtcat-py159-holo_seed-1169475_sample-4_model,a-csk-wtcat-holo_b-src-wtcat-py159-holo/seed-1169475_sample-4,model.cif,D,SRC-WT,Active (BLAminus),C-lobe Donor,A,NA,NA,NA,2.64,12.32,Intact,Intact,In,Packed,DFGin,BLAminus,NTin,CTin,59.73,76.23,17.17,12.5,125.99,6.75,15.08,2.76,7.08,2.31,3.05,3.33,3.1,4.1,7.3,9.96,4.18,8.53,3.92,3.4,3.28,3.47,0.87,0.89,9.28,9.72,9.5,a-csk-wtcat-holo_b-src-wtcat-py159-holo,"csk-wtcat-holo
src-wtcat-py159-holo",holo,"csk-wtcat-holo
src-wtcat-py159-holo",FALSE,FALSE,Holo,"csk-wtcat-holo
src-wtcat-py159-holo","csk-wtcat-holo
src-wtcat-py159-holo
[SRC = Holo]","csk-wtcat-holo
src-wtcat-py159-holo
[SRC = Holo]",State 7,Active (BLAminus),In,Intact,DFGin
a-csk-wtcat-holo_b-src-wtcat-py159-holo_seed-1217163_sample-0_model,a-csk-wtcat-holo_b-src-wtcat-py159-holo/seed-1217163_sample-0,model.cif,D,SRC-WT,Active (BLAminus),C-lobe Donor,A,NA,NA,NA,2.58,11.65,Intact,Intact,In,Packed,DFGin,BLAminus,NTin,CTin,59.07,78.17,16.39,12.05,135.7,6.58,14.8,3.04,6.44,2.32,2.89,3.23,3.06,4.15,7.17,9.96,4.15,8.43,3.83,3.43,3.27,3.47,0.87,0.9,9.27,9.72,9.5,a-csk-wtcat-holo_b-src-wtcat-py159-holo,"csk-wtcat-holo
src-wtcat-py159-holo",holo,"csk-wtcat-holo
src-wtcat-py159-holo",FALSE,FALSE,Holo,"csk-wtcat-holo
src-wtcat-py159-holo","csk-wtcat-holo
src-wtcat-py159-holo
[SRC = Holo]","csk-wtcat-holo
src-wtcat-py159-holo
[SRC = Holo]",State 7,Active (BLAminus),In,Intact,DFGin
