Metric,.y.,group1,group2,n1,n2,statistic,p,p.adj,p.adj.signif
Shell_M118_M120_Dist,Distance,"csk-wtcat-holo
src-wtcat-py159-apo
[SRC = Apo]","csk-wtcat-holo
src-wtcat-py159-holo
[SRC = Holo]",166,100,2616.5,7.430000000000001e-21,1.56e-19,****
Spine_Bridge_Dist,Distance,"csk-wtcat-apo
src-wtcat-apo
[SRC = Apo]","csk-wtcat-apo
src-wtcat-py159-apo
[SRC = Apo]",100,100,3103.5,3.41e-6,4.21e-6,****
Spine_Bridge_Dist,Distance,"csk-wtcat-apo
src-wtcat-apo
[SRC = Apo]","csk-wtcat-apo
src-wtcat-py159-holo
[SRC = Holo]",100,34,3400,3.09e-18,4.98e-18,****
Spine_Bridge_Dist,Distance,"csk-wtcat-apo
src-wtcat-apo
[SRC = Apo]","csk-wtcat-holo
src-wtcat-apo
[SRC = Apo]",100,196,7084.5,9.13e-5,1.01e-4,***
Spine_Bridge_Dist,Distance,"csk-wtcat-apo
src-wtcat-apo
[SRC = Apo]","csk-wtcat-holo
src-wtcat-holo
[SRC = Holo]",100,100,10000,2.3e-34,6.299999999999999e-34,****
Spine_Bridge_Dist,Distance,"csk-wtcat-apo
src-wtcat-apo
[SRC = Apo]","csk-wtcat-holo
src-wtcat-py159-apo
[SRC = Apo]",100,166,1791,7.88e-27,1.84e-26,****
Spine_Bridge_Dist,Distance,"csk-wtcat-apo
src-wtcat-apo
[SRC = Apo]","csk-wtcat-holo
src-wtcat-py159-holo
[SRC = Holo]",100,100,10000,2.2499999999999998e-34,6.299999999999999e-34,****
Spine_Bridge_Dist,Distance,"csk-wtcat-apo
src-wtcat-py159-apo
[SRC = Apo]","csk-wtcat-apo
src-wtcat-py159-holo
[SRC = Holo]",100,34,3400,3.32e-18,4.98e-18,****
Spine_Bridge_Dist,Distance,"csk-wtcat-apo
src-wtcat-py159-apo
[SRC = Apo]","csk-wtcat-holo
src-wtcat-apo
[SRC = Apo]",100,196,11370,0.024,0.024,*
Spine_Bridge_Dist,Distance,"csk-wtcat-apo
src-wtcat-py159-apo
[SRC = Apo]","csk-wtcat-holo
src-wtcat-holo
[SRC = Holo]",100,100,10000,2.4e-34,6.299999999999999e-34,****
Spine_Bridge_Dist,Distance,"csk-wtcat-apo
src-wtcat-py159-apo
[SRC = Apo]","csk-wtcat-holo
src-wtcat-py159-apo
[SRC = Apo]",100,166,4195.5,1.34e-11,1.88e-11,****
Spine_Bridge_Dist,Distance,"csk-wtcat-apo
src-wtcat-py159-apo
[SRC = Apo]","csk-wtcat-holo
src-wtcat-py159-holo
[SRC = Holo]",100,100,10000,2.3399999999999998e-34,6.299999999999999e-34,****
Spine_Bridge_Dist,Distance,"csk-wtcat-apo
src-wtcat-py159-holo
[SRC = Holo]","csk-wtcat-holo
src-wtcat-apo
[SRC = Apo]",34,196,0,1.13e-20,2.16e-20,****
Spine_Bridge_Dist,Distance,"csk-wtcat-apo
src-wtcat-py159-holo
[SRC = Holo]","csk-wtcat-holo
src-wtcat-holo
[SRC = Holo]",34,100,875.5,2.49e-5,2.9e-5,****
Spine_Bridge_Dist,Distance,"csk-wtcat-apo
src-wtcat-py159-holo
[SRC = Holo]","csk-wtcat-holo
src-wtcat-py159-apo
[SRC = Apo]",34,166,0,4.04e-20,7.07e-20,****
Spine_Bridge_Dist,Distance,"csk-wtcat-apo
src-wtcat-py159-holo
[SRC = Holo]","csk-wtcat-holo
src-wtcat-py159-holo
[SRC = Holo]",34,100,1185,0.008,0.009,**
Spine_Bridge_Dist,Distance,"csk-wtcat-holo
src-wtcat-apo
[SRC = Apo]","csk-wtcat-holo
src-wtcat-holo
[SRC = Holo]",196,100,19600,4.6699999999999996e-45,4.9e-44,****
Spine_Bridge_Dist,Distance,"csk-wtcat-holo
src-wtcat-apo
[SRC = Apo]","csk-wtcat-holo
src-wtcat-py159-apo
[SRC = Apo]",196,166,5789,3.67e-26,7.71e-26,****
Spine_Bridge_Dist,Distance,"csk-wtcat-holo
src-wtcat-apo
[SRC = Apo]","csk-wtcat-holo
src-wtcat-py159-holo
[SRC = Holo]",196,100,19600,4.62e-45,4.9e-44,****
Spine_Bridge_Dist,Distance,"csk-wtcat-holo
src-wtcat-holo
[SRC = Holo]","csk-wtcat-holo
src-wtcat-py159-apo
[SRC = Apo]",100,166,0,1.6799999999999997e-42,8.819999999999999e-42,****
Spine_Bridge_Dist,Distance,"csk-wtcat-holo
src-wtcat-holo
[SRC = Holo]","csk-wtcat-holo
src-wtcat-py159-holo
[SRC = Holo]",100,100,6966.5,1.53e-6,2.01e-6,****
Spine_Bridge_Dist,Distance,"csk-wtcat-holo
src-wtcat-py159-apo
[SRC = Apo]","csk-wtcat-holo
src-wtcat-py159-holo
[SRC = Holo]",166,100,16600,1.66e-42,8.819999999999999e-42,****
V104_RS2_Dist,Distance,"csk-wtcat-apo
src-wtcat-apo
[SRC = Apo]","csk-wtcat-apo
src-wtcat-py159-apo
[SRC = Apo]",100,100,5300.5,0.462,0.485,ns
V104_RS2_Dist,Distance,"csk-wtcat-apo
src-wtcat-apo
[SRC = Apo]","csk-wtcat-apo
src-wtcat-py159-holo
[SRC = Holo]",100,34,2392,3.84e-4,8.96e-4,***
V104_RS2_Dist,Distance,"csk-wtcat-apo
src-wtcat-apo
[SRC = Apo]","csk-wtcat-holo
src-wtcat-apo
[SRC = Apo]",100,196,8264,0.027,0.04,*
V104_RS2_Dist,Distance,"csk-wtcat-apo
src-wtcat-apo
[SRC = Apo]","csk-wtcat-holo
src-wtcat-holo
[SRC = Holo]",100,100,3198,9.78e-6,3.42e-5,****
V104_RS2_Dist,Distance,"csk-wtcat-apo
src-wtcat-apo
[SRC = Apo]","csk-wtcat-holo
src-wtcat-py159-apo
[SRC = Apo]",100,166,9247,0.118,0.146,ns
V104_RS2_Dist,Distance,"csk-wtcat-apo
src-wtcat-apo
[SRC = Apo]","csk-wtcat-holo
src-wtcat-py159-holo
[SRC = Holo]",100,100,5831.5,0.042,0.058,ns
V104_RS2_Dist,Distance,"csk-wtcat-apo
src-wtcat-py159-apo
[SRC = Apo]","csk-wtcat-apo
src-wtcat-py159-holo
[SRC = Holo]",100,34,2244.5,0.005,0.009,**
V104_RS2_Dist,Distance,"csk-wtcat-apo
src-wtcat-py159-apo
[SRC = Apo]","csk-wtcat-holo
src-wtcat-apo
[SRC = Apo]",100,196,7867,0.005,0.009,**
V104_RS2_Dist,Distance,"csk-wtcat-apo
src-wtcat-py159-apo
[SRC = Apo]","csk-wtcat-holo
src-wtcat-holo
[SRC = Holo]",100,100,3141.5,5.24e-6,2.2e-5,****
V104_RS2_Dist,Distance,"csk-wtcat-apo
src-wtcat-py159-apo
[SRC = Apo]","csk-wtcat-holo
src-wtcat-py159-apo
[SRC = Apo]",100,166,8558,0.671,0.671,ns
V104_RS2_Dist,Distance,"csk-wtcat-apo
src-wtcat-py159-apo
[SRC = Apo]","csk-wtcat-holo
src-wtcat-py159-holo
[SRC = Holo]",100,100,5526,0.198,0.231,ns
V104_RS2_Dist,Distance,"csk-wtcat-apo
src-wtcat-py159-holo
[SRC = Holo]","csk-wtcat-holo
src-wtcat-apo
[SRC = Apo]",34,196,1679,3.62e-6,1.9e-5,****
V104_RS2_Dist,Distance,"csk-wtcat-apo
src-wtcat-py159-holo
[SRC = Holo]","csk-wtcat-holo
src-wtcat-holo
[SRC = Holo]",34,100,712.5,4.13e-7,2.89e-6,****
V104_RS2_Dist,Distance,"csk-wtcat-apo
src-wtcat-py159-holo
[SRC = Holo]","csk-wtcat-holo
src-wtcat-py159-apo
[SRC = Apo]",34,166,1950.5,0.004,0.009,**
V104_RS2_Dist,Distance,"csk-wtcat-apo
src-wtcat-py159-holo
[SRC = Holo]","csk-wtcat-holo
src-wtcat-py159-holo
[SRC = Holo]",34,100,1319,0.051,0.067,ns
V104_RS2_Dist,Distance,"csk-wtcat-holo
src-wtcat-apo
[SRC = Apo]","csk-wtcat-holo
src-wtcat-holo
[SRC = Holo]",196,100,7739,0.003,0.006,**
V104_RS2_Dist,Distance,"csk-wtcat-holo
src-wtcat-apo
[SRC = Apo]","csk-wtcat-holo
src-wtcat-py159-apo
[SRC = Apo]",196,166,20171,7.87e-5,2.07e-4,***
V104_RS2_Dist,Distance,"csk-wtcat-holo
src-wtcat-apo
[SRC = Apo]","csk-wtcat-holo
src-wtcat-py159-holo
[SRC = Holo]",196,100,12613,5.03e-5,1.51e-4,***
V104_RS2_Dist,Distance,"csk-wtcat-holo
src-wtcat-holo
[SRC = Holo]","csk-wtcat-holo
src-wtcat-py159-apo
[SRC = Apo]",100,166,11515,1.12e-7,1.18e-6,****
V104_RS2_Dist,Distance,"csk-wtcat-holo
src-wtcat-holo
[SRC = Holo]","csk-wtcat-holo
src-wtcat-py159-holo
[SRC = Holo]",100,100,7173.5,1.01e-7,1.18e-6,****
V104_RS2_Dist,Distance,"csk-wtcat-holo
src-wtcat-py159-apo
[SRC = Apo]","csk-wtcat-holo
src-wtcat-py159-holo
[SRC = Holo]",166,100,8876,0.342,0.378,ns
Y156_N99_Dist,Distance,"csk-wtcat-apo
src-wtcat-apo
[SRC = Apo]","csk-wtcat-apo
src-wtcat-py159-apo
[SRC = Apo]",100,100,4358.5,0.117,0.164,ns
Y156_N99_Dist,Distance,"csk-wtcat-apo
src-wtcat-apo
[SRC = Apo]","csk-wtcat-apo
src-wtcat-py159-holo
[SRC = Holo]",100,34,1329.5,0.058,0.102,ns
Y156_N99_Dist,Distance,"csk-wtcat-apo
src-wtcat-apo
[SRC = Apo]","csk-wtcat-holo
src-wtcat-apo
[SRC = Apo]",100,196,6543,2.86e-6,1.2e-5,****
Y156_N99_Dist,Distance,"csk-wtcat-apo
src-wtcat-apo
[SRC = Apo]","csk-wtcat-holo
src-wtcat-holo
[SRC = Holo]",100,100,3022,1.32e-6,9.24e-6,****
Y156_N99_Dist,Distance,"csk-wtcat-apo
src-wtcat-apo
[SRC = Apo]","csk-wtcat-holo
src-wtcat-py159-apo
[SRC = Apo]",100,166,7131,0.054,0.102,ns
Y156_N99_Dist,Distance,"csk-wtcat-apo
src-wtcat-apo
[SRC = Apo]","csk-wtcat-holo
src-wtcat-py159-holo
[SRC = Holo]",100,100,4817,0.655,0.688,ns
Y156_N99_Dist,Distance,"csk-wtcat-apo
src-wtcat-py159-apo
[SRC = Apo]","csk-wtcat-apo
src-wtcat-py159-holo
[SRC = Holo]",100,34,1493,0.29,0.358,ns
Y156_N99_Dist,Distance,"csk-wtcat-apo
src-wtcat-py159-apo
[SRC = Apo]","csk-wtcat-holo
src-wtcat-apo
[SRC = Apo]",100,196,7078.5,9.15e-5,2.4e-4,***
Y156_N99_Dist,Distance,"csk-wtcat-apo
src-wtcat-py159-apo
[SRC = Apo]","csk-wtcat-holo
src-wtcat-holo
[SRC = Holo]",100,100,3203.5,1.1e-5,3.85e-5,****
Y156_N99_Dist,Distance,"csk-wtcat-apo
src-wtcat-py159-apo
[SRC = Apo]","csk-wtcat-holo
src-wtcat-py159-apo
[SRC = Apo]",100,166,8145,0.799,0.799,ns
Y156_N99_Dist,Distance,"csk-wtcat-apo
src-wtcat-py159-apo
[SRC = Apo]","csk-wtcat-holo
src-wtcat-py159-holo
[SRC = Holo]",100,100,5584.5,0.153,0.201,ns
Y156_N99_Dist,Distance,"csk-wtcat-apo
src-wtcat-py159-holo
[SRC = Holo]","csk-wtcat-holo
src-wtcat-apo
[SRC = Apo]",34,196,2723,0.089,0.133,ns
Y156_N99_Dist,Distance,"csk-wtcat-apo
src-wtcat-py159-holo
[SRC = Holo]","csk-wtcat-holo
src-wtcat-holo
[SRC = Holo]",34,100,1248,0.021,0.048,*
Y156_N99_Dist,Distance,"csk-wtcat-apo
src-wtcat-py159-holo
[SRC = Holo]","csk-wtcat-holo
src-wtcat-py159-apo
[SRC = Apo]",34,166,3104.5,0.358,0.411,ns
Y156_N99_Dist,Distance,"csk-wtcat-apo
src-wtcat-py159-holo
[SRC = Holo]","csk-wtcat-holo
src-wtcat-py159-holo
[SRC = Holo]",34,100,2099,0.041,0.086,ns
Y156_N99_Dist,Distance,"csk-wtcat-holo
src-wtcat-apo
[SRC = Apo]","csk-wtcat-holo
src-wtcat-holo
[SRC = Holo]",196,100,9178,0.372,0.411,ns
Y156_N99_Dist,Distance,"csk-wtcat-holo
src-wtcat-apo
[SRC = Apo]","csk-wtcat-holo
src-wtcat-py159-apo
[SRC = Apo]",196,166,20526,1.72e-5,5.16e-5,****
Y156_N99_Dist,Distance,"csk-wtcat-holo
src-wtcat-apo
[SRC = Apo]","csk-wtcat-holo
src-wtcat-py159-holo
[SRC = Holo]",196,100,13401,2.26e-7,2.37e-6,****
Y156_N99_Dist,Distance,"csk-wtcat-holo
src-wtcat-holo
[SRC = Holo]","csk-wtcat-holo
src-wtcat-py159-apo
[SRC = Apo]",100,166,11147,2.7e-6,1.2e-5,****
Y156_N99_Dist,Distance,"csk-wtcat-holo
src-wtcat-holo
[SRC = Holo]","csk-wtcat-holo
src-wtcat-py159-holo
[SRC = Holo]",100,100,7249.5,3.71e-8,7.79e-7,****
Y156_N99_Dist,Distance,"csk-wtcat-holo
src-wtcat-py159-apo
[SRC = Apo]","csk-wtcat-holo
src-wtcat-py159-holo
[SRC = Holo]",166,100,9400,0.07,0.113,ns
aCb4_aE_Dist,Distance,"csk-wtcat-apo
src-wtcat-apo
[SRC = Apo]","csk-wtcat-apo
src-wtcat-py159-apo
[SRC = Apo]",100,100,7807.5,6.61e-12,1.74e-11,****
aCb4_aE_Dist,Distance,"csk-wtcat-apo
src-wtcat-apo
[SRC = Apo]","csk-wtcat-apo
src-wtcat-py159-holo
[SRC = Holo]",100,34,2703,2.89e-7,5.52e-7,****
aCb4_aE_Dist,Distance,"csk-wtcat-apo
src-wtcat-apo
[SRC = Apo]","csk-wtcat-holo
src-wtcat-apo
[SRC = Apo]",100,196,8022.5,0.011,0.013,*
aCb4_aE_Dist,Distance,"csk-wtcat-apo
src-wtcat-apo
[SRC = Apo]","csk-wtcat-holo
src-wtcat-holo
[SRC = Holo]",100,100,5453.5,0.268,0.296,ns
aCb4_aE_Dist,Distance,"csk-wtcat-apo
src-wtcat-apo
[SRC = Apo]","csk-wtcat-holo
src-wtcat-py159-apo
[SRC = Apo]",100,166,13147,1.35e-15,5.67e-15,****
aCb4_aE_Dist,Distance,"csk-wtcat-apo
src-wtcat-apo
[SRC = Apo]","csk-wtcat-holo
src-wtcat-py159-holo
[SRC = Holo]",100,100,8540.5,4.72e-18,2.48e-17,****
aCb4_aE_Dist,Distance,"csk-wtcat-apo
src-wtcat-py159-apo
[SRC = Apo]","csk-wtcat-apo
src-wtcat-py159-holo
[SRC = Holo]",100,34,1816.5,0.552,0.58,ns
aCb4_aE_Dist,Distance,"csk-wtcat-apo
src-wtcat-py159-apo
[SRC = Apo]","csk-wtcat-holo
src-wtcat-apo
[SRC = Apo]",100,196,2371,1.38e-26,9.66e-26,****
aCb4_aE_Dist,Distance,"csk-wtcat-apo
src-wtcat-py159-apo
[SRC = Apo]","csk-wtcat-holo
src-wtcat-holo
[SRC = Holo]",100,100,2715,2.3e-8,4.83e-8,****
aCb4_aE_Dist,Distance,"csk-wtcat-apo
src-wtcat-py159-apo
[SRC = Apo]","csk-wtcat-holo
src-wtcat-py159-apo
[SRC = Apo]",100,166,8984.5,0.259,0.296,ns
aCb4_aE_Dist,Distance,"csk-wtcat-apo
src-wtcat-py159-apo
[SRC = Apo]","csk-wtcat-holo
src-wtcat-py159-holo
[SRC = Holo]",100,100,6904.5,3.1e-6,5.42e-6,****
aCb4_aE_Dist,Distance,"csk-wtcat-apo
src-wtcat-py159-holo
[SRC = Holo]","csk-wtcat-holo
src-wtcat-apo
[SRC = Apo]",34,196,706.5,2.25e-13,6.75e-13,****
aCb4_aE_Dist,Distance,"csk-wtcat-apo
src-wtcat-py159-holo
[SRC = Holo]","csk-wtcat-holo
src-wtcat-holo
[SRC = Holo]",34,100,867,2.04e-5,3.06e-5,****
aCb4_aE_Dist,Distance,"csk-wtcat-apo
src-wtcat-py159-holo
[SRC = Holo]","csk-wtcat-holo
src-wtcat-py159-apo
[SRC = Apo]",34,166,2903,0.793,0.793,ns
aCb4_aE_Dist,Distance,"csk-wtcat-apo
src-wtcat-py159-holo
[SRC = Holo]","csk-wtcat-holo
src-wtcat-py159-holo
[SRC = Holo]",34,100,2319,0.002,0.002,**
aCb4_aE_Dist,Distance,"csk-wtcat-holo
src-wtcat-apo
[SRC = Apo]","csk-wtcat-holo
src-wtcat-holo
[SRC = Holo]",196,100,12467,1.28e-4,1.79e-4,***
aCb4_aE_Dist,Distance,"csk-wtcat-holo
src-wtcat-apo
[SRC = Apo]","csk-wtcat-holo
src-wtcat-py159-apo
[SRC = Apo]",196,166,28730.5,3.01e-36,6.32e-35,****
aCb4_aE_Dist,Distance,"csk-wtcat-holo
src-wtcat-apo
[SRC = Apo]","csk-wtcat-holo
src-wtcat-py159-holo
[SRC = Holo]",196,100,18202.5,1.53e-33,1.61e-32,****
aCb4_aE_Dist,Distance,"csk-wtcat-holo
src-wtcat-holo
[SRC = Holo]","csk-wtcat-holo
src-wtcat-py159-apo
[SRC = Apo]",100,166,12279,5.43e-11,1.27e-10,****
aCb4_aE_Dist,Distance,"csk-wtcat-holo
src-wtcat-holo
[SRC = Holo]","csk-wtcat-holo
src-wtcat-py159-holo
[SRC = Holo]",100,100,8208,4.28e-15,1.5e-14,****
aCb4_aE_Dist,Distance,"csk-wtcat-holo
src-wtcat-py159-apo
[SRC = Apo]","csk-wtcat-holo
src-wtcat-py159-holo
[SRC = Holo]",166,100,11078.5,4.52e-6,7.3e-6,****
